"Date","year","month","day","Pandemic_Phase","Transport_Mode","Total_Ridership","Usage_Ratio"
2021-08-24,2021,8,24,"Recovery","LIRR",130591,0.42
2021-08-24,2021,8,24,"Recovery","MetroNorth",98325,0.36
2021-08-24,2021,8,24,"Recovery","StatenIslandRailway",5041,0.38
2021-08-24,2021,8,24,"Recovery","AccessARide",22679,0.81
2021-08-24,2021,8,24,"Recovery","BridgesTunnels",942935,0.97
2021-08-25,2021,8,25,"Recovery","Subway",2498255,0.49
2021-08-25,2021,8,25,"Recovery","Bus",1236342,0.61
2021-08-25,2021,8,25,"Recovery","LIRR",127392,0.41
2021-08-25,2021,8,25,"Recovery","MetroNorth",93307,0.34
2021-08-25,2021,8,25,"Recovery","StatenIslandRailway",5165,0.39
2021-08-25,2021,8,25,"Recovery","AccessARide",23351,0.84
2021-08-25,2021,8,25,"Recovery","BridgesTunnels",957036,0.98
2021-08-26,2021,8,26,"Recovery","Subway",2480137,0.48
2021-08-26,2021,8,26,"Recovery","Bus",1222996,0.61
2021-08-26,2021,8,26,"Recovery","LIRR",122067,0.39
2021-08-26,2021,8,26,"Recovery","MetroNorth",91039,0.33
2021-08-26,2021,8,26,"Recovery","StatenIslandRailway",4995,0.37
2021-08-26,2021,8,26,"Recovery","AccessARide",22068,0.79
2021-08-26,2021,8,26,"Recovery","BridgesTunnels",950534,0.98
2021-08-27,2021,8,27,"Recovery","Subway",2388210,0.46
2021-08-27,2021,8,27,"Recovery","Bus",1147249,0.57
2021-08-27,2021,8,27,"Recovery","LIRR",119665,0.38
2021-08-27,2021,8,27,"Recovery","MetroNorth",90532,0.33
2021-08-27,2021,8,27,"Recovery","StatenIslandRailway",4392,0.33
2021-08-27,2021,8,27,"Recovery","AccessARide",21211,0.76
2021-08-27,2021,8,27,"Recovery","BridgesTunnels",973335,1
2021-08-28,2021,8,28,"Recovery","Subway",1659434,0.56
2021-08-28,2021,8,28,"Recovery","Bus",776489,0.56
2021-08-28,2021,8,28,"Recovery","LIRR",68988,0.52
2021-08-28,2021,8,28,"Recovery","MetroNorth",56208,0.37
2021-08-28,2021,8,28,"Recovery","StatenIslandRailway",1661,0.35
2021-08-28,2021,8,28,"Recovery","AccessARide",12760,0.77
2021-08-28,2021,8,28,"Recovery","BridgesTunnels",890293,0.93
2021-08-29,2021,8,29,"Recovery","Subway",1398566,0.59
2021-08-29,2021,8,29,"Recovery","Bus",630281,0.57
2021-08-29,2021,8,29,"Recovery","LIRR",68832,0.66
2021-08-29,2021,8,29,"Recovery","MetroNorth",54068,0.52
2021-08-29,2021,8,29,"Recovery","StatenIslandRailway",2076,0.58
2021-08-29,2021,8,29,"Recovery","AccessARide",11558,0.64
2021-08-29,2021,8,29,"Recovery","BridgesTunnels",890505,0.97
2021-08-30,2021,8,30,"Recovery","Subway",2321000,0.45
2021-08-30,2021,8,30,"Recovery","Bus",1182908,0.59
2021-08-30,2021,8,30,"Recovery","LIRR",131574,0.42
2021-08-30,2021,8,30,"Recovery","MetroNorth",97092,0.36
2021-08-30,2021,8,30,"Recovery","StatenIslandRailway",4695,0.35
2021-08-30,2021,8,30,"Recovery","AccessARide",19224,0.69
2021-08-30,2021,8,30,"Recovery","BridgesTunnels",911105,0.94
2021-08-31,2021,8,31,"Recovery","Subway",2532584,0.49
2021-08-31,2021,8,31,"Recovery","Bus",1246463,0.62
2021-08-31,2021,8,31,"Recovery","LIRR",133641,0.43
2021-08-31,2021,8,31,"Recovery","MetroNorth",99949,0.37
2021-08-31,2021,8,31,"Recovery","StatenIslandRailway",5390,0.4
2021-08-31,2021,8,31,"Recovery","AccessARide",22724,0.81
2021-08-31,2021,8,31,"Recovery","BridgesTunnels",936181,0.96
2021-09-01,2021,9,1,"Recovery","Subway",2294448,0.4
2021-09-01,2021,9,1,"Recovery","Bus",1086148,0.47
2021-09-01,2021,9,1,"Recovery","LIRR",118437,0.36
2021-09-01,2021,9,1,"Recovery","MetroNorth",90598,0.31
2021-09-01,2021,9,1,"Recovery","StatenIslandRailway",4551,0.27
2021-09-01,2021,9,1,"Recovery","AccessARide",20878,0.7
2021-09-01,2021,9,1,"Recovery","BridgesTunnels",811053,0.85
2021-09-02,2021,9,2,"Recovery","Subway",1661558,0.29
2021-09-02,2021,9,2,"Recovery","Bus",1188941,0.51
2021-09-02,2021,9,2,"Recovery","LIRR",105647,0.32
2021-09-02,2021,9,2,"Recovery","MetroNorth",37898,0.13
2021-09-02,2021,9,2,"Recovery","StatenIslandRailway",2620,0.15
2021-09-02,2021,9,2,"Recovery","AccessARide",21179,0.71
2021-09-02,2021,9,2,"Recovery","BridgesTunnels",851145,0.89
2021-09-03,2021,9,3,"Recovery","Subway",2390392,0.41
2021-09-03,2021,9,3,"Recovery","Bus",1221668,0.53
2021-09-03,2021,9,3,"Recovery","LIRR",139807,0.43
2021-09-03,2021,9,3,"Recovery","MetroNorth",97937,0.34
2021-09-03,2021,9,3,"Recovery","StatenIslandRailway",4450,0.26
2021-09-03,2021,9,3,"Recovery","AccessARide",22585,0.76
2021-09-03,2021,9,3,"Recovery","BridgesTunnels",1014806,1.07
2021-09-04,2021,9,4,"Recovery","Subway",1777639,0.55
2021-09-04,2021,9,4,"Recovery","Bus",834456,0.59
2021-09-04,2021,9,4,"Recovery","LIRR",84764,0.72
2021-09-04,2021,9,4,"Recovery","MetroNorth",57137,0.37
2021-09-04,2021,9,4,"Recovery","StatenIslandRailway",2104,0.51
2021-09-04,2021,9,4,"Recovery","AccessARide",13382,0.78
2021-09-04,2021,9,4,"Recovery","BridgesTunnels",927358,0.97
2021-09-05,2021,9,5,"Recovery","Subway",1415352,0.56
2021-09-05,2021,9,5,"Recovery","Bus",618622,0.56
2021-09-05,2021,9,5,"Recovery","LIRR",71004,0.72
2021-09-05,2021,9,5,"Recovery","MetroNorth",45169,0.43
2021-09-05,2021,9,5,"Recovery","StatenIslandRailway",1541,0.53
2021-09-05,2021,9,5,"Recovery","AccessARide",11931,0.69
2021-09-05,2021,9,5,"Recovery","BridgesTunnels",832200,0.94
2021-09-06,2021,9,6,"Recovery","Subway",1521388,0.6
2021-09-06,2021,9,6,"Recovery","Bus",733947,0.67
2021-09-06,2021,9,6,"Recovery","LIRR",77906,0.79
2021-09-06,2021,9,6,"Recovery","MetroNorth",51338,0.49
2021-09-06,2021,9,6,"Recovery","StatenIslandRailway",1966,0.67
2021-09-06,2021,9,6,"Recovery","AccessARide",10077,0.59
2021-09-06,2021,9,6,"Recovery","BridgesTunnels",812884,0.92
2021-09-07,2021,9,7,"Recovery","Subway",2233674,0.39
2021-09-07,2021,9,7,"Recovery","Bus",1102372,0.47
2021-09-07,2021,9,7,"Recovery","LIRR",137623,0.42
2021-09-07,2021,9,7,"Recovery","MetroNorth",113742,0.39
2021-09-07,2021,9,7,"Recovery","StatenIslandRailway",4795,0.28
2021-09-07,2021,9,7,"Recovery","AccessARide",21143,0.71
2021-09-07,2021,9,7,"Recovery","BridgesTunnels",902400,0.95
2021-09-08,2021,9,8,"Recovery","Subway",2529619,0.44
2021-09-08,2021,9,8,"Recovery","Bus",1192895,0.51
2021-09-08,2021,9,8,"Recovery","LIRR",135722,0.41
2021-09-08,2021,9,8,"Recovery","MetroNorth",110925,0.38
2021-09-08,2021,9,8,"Recovery","StatenIslandRailway",5228,0.31
2021-09-08,2021,9,8,"Recovery","AccessARide",22354,0.75
2021-09-08,2021,9,8,"Recovery","BridgesTunnels",896020,0.94
2021-09-09,2021,9,9,"Recovery","Subway",2702713,0.47
2021-09-09,2021,9,9,"Recovery","Bus",1249341,0.54
2021-09-09,2021,9,9,"Recovery","LIRR",139547,0.43
2021-09-09,2021,9,9,"Recovery","MetroNorth",111708,0.39
2021-09-09,2021,9,9,"Recovery","StatenIslandRailway",5378,0.31
2021-09-09,2021,9,9,"Recovery","AccessARide",23653,0.8
2021-09-09,2021,9,9,"Recovery","BridgesTunnels",911040,0.96
2021-09-10,2021,9,10,"Recovery","Subway",2840443,0.49
2021-09-10,2021,9,10,"Recovery","Bus",1322430,0.57
2021-09-10,2021,9,10,"Recovery","LIRR",150895,0.46
2021-09-10,2021,9,10,"Recovery","MetroNorth",113495,0.39
2021-09-10,2021,9,10,"Recovery","StatenIslandRailway",5377,0.31
2021-09-10,2021,9,10,"Recovery","AccessARide",23037,0.78
2021-09-10,2021,9,10,"Recovery","BridgesTunnels",995486,1.05
2021-09-11,2021,9,11,"Recovery","Subway",1983091,0.62
2021-09-11,2021,9,11,"Recovery","Bus",870791,0.62
2021-09-11,2021,9,11,"Recovery","LIRR",82235,0.69
2021-09-11,2021,9,11,"Recovery","MetroNorth",65329,0.43
2021-09-11,2021,9,11,"Recovery","StatenIslandRailway",2182,0.53
2021-09-11,2021,9,11,"Recovery","AccessARide",13070,0.76
2021-09-11,2021,9,11,"Recovery","BridgesTunnels",917704,0.96
2021-09-12,2021,9,12,"Recovery","Subway",1589976,0.62
2021-09-12,2021,9,12,"Recovery","Bus",694561,0.63
2021-09-12,2021,9,12,"Recovery","LIRR",77028,0.78
2021-09-12,2021,9,12,"Recovery","MetroNorth",58979,0.56
2021-09-12,2021,9,12,"Recovery","StatenIslandRailway",1679,0.57
2021-09-12,2021,9,12,"Recovery","AccessARide",12239,0.71
2021-09-12,2021,9,12,"Recovery","BridgesTunnels",899864,1.02
2021-09-13,2021,9,13,"Recovery","Subway",2852796,0.49
2021-09-13,2021,9,13,"Recovery","Bus",1441516,0.62
2021-09-13,2021,9,13,"Recovery","LIRR",147829,0.45
2021-09-13,2021,9,13,"Recovery","MetroNorth",122504,0.42
2021-09-13,2021,9,13,"Recovery","StatenIslandRailway",6133,0.36
2021-09-13,2021,9,13,"Recovery","AccessARide",21898,0.74
2021-09-13,2021,9,13,"Recovery","BridgesTunnels",914827,0.96
2021-09-14,2021,9,14,"Recovery","Subway",3011275,0.52
2021-09-14,2021,9,14,"Recovery","Bus",1511145,0.65
2021-09-14,2021,9,14,"Recovery","LIRR",144904,0.44
2021-09-14,2021,9,14,"Recovery","MetroNorth",120532,0.42
2021-09-14,2021,9,14,"Recovery","StatenIslandRailway",6672,0.39
2021-09-14,2021,9,14,"Recovery","AccessARide",23132,0.78
2021-09-14,2021,9,14,"Recovery","BridgesTunnels",908024,0.95
2021-09-15,2021,9,15,"Recovery","Subway",2987334,0.52
2021-09-15,2021,9,15,"Recovery","Bus",1503627,0.65
2021-09-15,2021,9,15,"Recovery","LIRR",139927,0.43
2021-09-15,2021,9,15,"Recovery","MetroNorth",116413,0.4
2021-09-15,2021,9,15,"Recovery","StatenIslandRailway",6410,0.38
2021-09-15,2021,9,15,"Recovery","AccessARide",23966,0.81
2021-09-15,2021,9,15,"Recovery","BridgesTunnels",904733,0.95
2021-09-16,2021,9,16,"Recovery","Subway",2534545,0.44
2021-09-16,2021,9,16,"Recovery","Bus",1210069,0.52
2021-09-16,2021,9,16,"Recovery","LIRR",127995,0.39
2021-09-16,2021,9,16,"Recovery","MetroNorth",107680,0.37
2021-09-16,2021,9,16,"Recovery","StatenIslandRailway",5308,0.31
2021-09-16,2021,9,16,"Recovery","AccessARide",20826,0.7
2021-09-16,2021,9,16,"Recovery","BridgesTunnels",864413,0.91
2021-09-17,2021,9,17,"Recovery","Subway",3028545,0.52
2021-09-17,2021,9,17,"Recovery","Bus",1456201,0.63
2021-09-17,2021,9,17,"Recovery","LIRR",142120,0.43
2021-09-17,2021,9,17,"Recovery","MetroNorth",119349,0.41
2021-09-17,2021,9,17,"Recovery","StatenIslandRailway",6131,0.36
2021-09-17,2021,9,17,"Recovery","AccessARide",23282,0.78
2021-09-17,2021,9,17,"Recovery","BridgesTunnels",982085,1.03
2021-09-18,2021,9,18,"Recovery","Subway",2014848,0.63
2021-09-18,2021,9,18,"Recovery","Bus",871175,0.62
2021-09-18,2021,9,18,"Recovery","LIRR",77267,0.65
2021-09-18,2021,9,18,"Recovery","MetroNorth",76288,0.5
2021-09-18,2021,9,18,"Recovery","StatenIslandRailway",2582,0.62
2021-09-18,2021,9,18,"Recovery","AccessARide",14054,0.82
2021-09-18,2021,9,18,"Recovery","BridgesTunnels",949178,0.99
2021-09-19,2021,9,19,"Recovery","Subway",1596823,0.63
2021-09-19,2021,9,19,"Recovery","Bus",674024,0.61
2021-09-19,2021,9,19,"Recovery","LIRR",69397,0.7
2021-09-19,2021,9,19,"Recovery","MetroNorth",64139,0.61
2021-09-19,2021,9,19,"Recovery","StatenIslandRailway",1897,0.65
2021-09-19,2021,9,19,"Recovery","AccessARide",12612,0.73
2021-09-19,2021,9,19,"Recovery","BridgesTunnels",914623,1.03
2021-09-20,2021,9,20,"Recovery","Subway",2883211,0.5
2021-09-20,2021,9,20,"Recovery","Bus",1481676,0.64
2021-09-20,2021,9,20,"Recovery","LIRR",148068,0.45
2021-09-20,2021,9,20,"Recovery","MetroNorth",122101,0.42
2021-09-20,2021,9,20,"Recovery","StatenIslandRailway",6548,0.38
2021-09-20,2021,9,20,"Recovery","AccessARide",21889,0.74
2021-09-20,2021,9,20,"Recovery","BridgesTunnels",895109,0.94
2021-09-21,2021,9,21,"Recovery","Subway",3018312,0.52
2021-09-21,2021,9,21,"Recovery","Bus",1505803,0.65
2021-09-21,2021,9,21,"Recovery","LIRR",142672,0.44
2021-09-21,2021,9,21,"Recovery","MetroNorth",123923,0.43
2021-09-21,2021,9,21,"Recovery","StatenIslandRailway",6998,0.41
2021-09-21,2021,9,21,"Recovery","AccessARide",22399,0.75
2021-09-21,2021,9,21,"Recovery","BridgesTunnels",860050,0.9
2021-09-22,2021,9,22,"Recovery","Subway",3021113,0.52
2021-09-22,2021,9,22,"Recovery","Bus",1506211,0.65
2021-09-22,2021,9,22,"Recovery","LIRR",139853,0.43
2021-09-22,2021,9,22,"Recovery","MetroNorth",120056,0.42
2021-09-22,2021,9,22,"Recovery","StatenIslandRailway",6812,0.4
2021-09-22,2021,9,22,"Recovery","AccessARide",23157,0.78
2021-09-22,2021,9,22,"Recovery","BridgesTunnels",872883,0.92
2021-09-23,2021,9,23,"Recovery","Subway",3016106,0.52
2021-09-23,2021,9,23,"Recovery","Bus",1483075,0.64
2021-09-23,2021,9,23,"Recovery","LIRR",140127,0.43
2021-09-23,2021,9,23,"Recovery","MetroNorth",115473,0.4
2021-09-23,2021,9,23,"Recovery","StatenIslandRailway",6724,0.39
2021-09-23,2021,9,23,"Recovery","AccessARide",23031,0.78
2021-09-23,2021,9,23,"Recovery","BridgesTunnels",915198,0.96
2021-09-24,2021,9,24,"Recovery","Subway",3121747,0.54
2021-09-24,2021,9,24,"Recovery","Bus",1469705,0.63
2021-09-24,2021,9,24,"Recovery","LIRR",142827,0.44
2021-09-24,2021,9,24,"Recovery","MetroNorth",116730,0.4
2021-09-24,2021,9,24,"Recovery","StatenIslandRailway",6294,0.37
2021-09-24,2021,9,24,"Recovery","AccessARide",21941,0.74
2021-09-24,2021,9,24,"Recovery","BridgesTunnels",986694,1.04
2021-09-25,2021,9,25,"Recovery","Subway",2129492,0.66
2021-09-25,2021,9,25,"Recovery","Bus",872490,0.62
2021-09-25,2021,9,25,"Recovery","LIRR",88460,0.75
2021-09-25,2021,9,25,"Recovery","MetroNorth",81282,0.53
2021-09-25,2021,9,25,"Recovery","StatenIslandRailway",2719,0.66
2021-09-25,2021,9,25,"Recovery","AccessARide",13909,0.81
2021-09-25,2021,9,25,"Recovery","BridgesTunnels",953628,1
2021-09-26,2021,9,26,"Recovery","Subway",1614677,0.63
2021-09-26,2021,9,26,"Recovery","Bus",657257,0.6
2021-09-26,2021,9,26,"Recovery","LIRR",80069,0.81
2021-09-26,2021,9,26,"Recovery","MetroNorth",64937,0.62
2021-09-26,2021,9,26,"Recovery","StatenIslandRailway",2238,0.77
2021-09-26,2021,9,26,"Recovery","AccessARide",12034,0.7
2021-09-26,2021,9,26,"Recovery","BridgesTunnels",895286,1.01
2021-09-27,2021,9,27,"Recovery","Subway",2873368,0.5
2021-09-27,2021,9,27,"Recovery","Bus",1489441,0.64
2021-09-27,2021,9,27,"Recovery","LIRR",146154,0.45
2021-09-27,2021,9,27,"Recovery","MetroNorth",121534,0.42
2021-09-27,2021,9,27,"Recovery","StatenIslandRailway",6715,0.39
2021-09-27,2021,9,27,"Recovery","AccessARide",21209,0.71
2021-09-27,2021,9,27,"Recovery","BridgesTunnels",881116,0.93
2021-09-28,2021,9,28,"Recovery","Subway",2927715,0.51
2021-09-28,2021,9,28,"Recovery","Bus",1457421,0.63
2021-09-28,2021,9,28,"Recovery","LIRR",141188,0.43
2021-09-28,2021,9,28,"Recovery","MetroNorth",118253,0.41
2021-09-28,2021,9,28,"Recovery","StatenIslandRailway",6827,0.4
2021-09-28,2021,9,28,"Recovery","AccessARide",21727,0.73
2021-09-28,2021,9,28,"Recovery","BridgesTunnels",831192,0.87
2021-09-29,2021,9,29,"Recovery","Subway",3063720,0.53
2021-09-29,2021,9,29,"Recovery","Bus",1513184,0.65
2021-09-29,2021,9,29,"Recovery","LIRR",137483,0.42
2021-09-29,2021,9,29,"Recovery","MetroNorth",120032,0.42
2021-09-29,2021,9,29,"Recovery","StatenIslandRailway",6789,0.4
2021-09-29,2021,9,29,"Recovery","AccessARide",23323,0.79
2021-09-29,2021,9,29,"Recovery","BridgesTunnels",886785,0.93
2021-09-30,2021,9,30,"Recovery","Subway",3146861,0.55
2021-09-30,2021,9,30,"Recovery","Bus",1516081,0.65
2021-09-30,2021,9,30,"Recovery","LIRR",144838,0.44
2021-09-30,2021,9,30,"Recovery","MetroNorth",121842,0.42
2021-09-30,2021,9,30,"Recovery","StatenIslandRailway",7104,0.42
2021-09-30,2021,9,30,"Recovery","AccessARide",23555,0.79
2021-09-30,2021,9,30,"Recovery","BridgesTunnels",953501,1
2021-10-01,2021,10,1,"Recovery","Subway",3162881,0.55
2021-10-01,2021,10,1,"Recovery","Bus",1492942,0.66
2021-10-01,2021,10,1,"Recovery","LIRR",140003,0.45
2021-10-01,2021,10,1,"Recovery","MetroNorth",116182,0.4
2021-10-01,2021,10,1,"Recovery","StatenIslandRailway",6325,0.35
2021-10-01,2021,10,1,"Recovery","AccessARide",23098,0.78
2021-10-01,2021,10,1,"Recovery","BridgesTunnels",985786,1.06
2021-10-02,2021,10,2,"Recovery","Subway",2063660,0.62
2021-10-02,2021,10,2,"Recovery","Bus",883902,0.63
2021-10-02,2021,10,2,"Recovery","LIRR",86563,0.76
2021-10-02,2021,10,2,"Recovery","MetroNorth",80946,0.53
2021-10-02,2021,10,2,"Recovery","StatenIslandRailway",2562,0.56
2021-10-02,2021,10,2,"Recovery","AccessARide",14145,0.8
2021-10-02,2021,10,2,"Recovery","BridgesTunnels",923455,0.98
2021-10-03,2021,10,3,"Recovery","Subway",1575738,0.64
2021-10-03,2021,10,3,"Recovery","Bus",673253,0.67
2021-10-03,2021,10,3,"Recovery","LIRR",74851,0.82
2021-10-03,2021,10,3,"Recovery","MetroNorth",66758,0.63
2021-10-03,2021,10,3,"Recovery","StatenIslandRailway",1904,0.5
2021-10-03,2021,10,3,"Recovery","AccessARide",12936,0.7
2021-10-03,2021,10,3,"Recovery","BridgesTunnels",887540,1.05
2021-10-04,2021,10,4,"Recovery","Subway",2864349,0.5
2021-10-04,2021,10,4,"Recovery","Bus",1419155,0.63
2021-10-04,2021,10,4,"Recovery","LIRR",152598,0.49
2021-10-04,2021,10,4,"Recovery","MetroNorth",121256,0.42
2021-10-04,2021,10,4,"Recovery","StatenIslandRailway",6591,0.37
2021-10-04,2021,10,4,"Recovery","AccessARide",21794,0.73
2021-10-04,2021,10,4,"Recovery","BridgesTunnels",871945,0.94
2021-10-05,2021,10,5,"Recovery","Subway",3091160,0.54
2021-10-05,2021,10,5,"Recovery","Bus",1499767,0.67
2021-10-05,2021,10,5,"Recovery","LIRR",150226,0.48
2021-10-05,2021,10,5,"Recovery","MetroNorth",124670,0.43
2021-10-05,2021,10,5,"Recovery","StatenIslandRailway",7027,0.39
2021-10-05,2021,10,5,"Recovery","AccessARide",23644,0.79
2021-10-05,2021,10,5,"Recovery","BridgesTunnels",887129,0.96
2021-10-06,2021,10,6,"Recovery","Subway",3140986,0.55
2021-10-06,2021,10,6,"Recovery","Bus",1532668,0.68
2021-10-06,2021,10,6,"Recovery","LIRR",149640,0.48
2021-10-06,2021,10,6,"Recovery","MetroNorth",123097,0.42
2021-10-06,2021,10,6,"Recovery","StatenIslandRailway",6972,0.39
2021-10-06,2021,10,6,"Recovery","AccessARide",24677,0.83
2021-10-06,2021,10,6,"Recovery","BridgesTunnels",913993,0.98
2021-10-07,2021,10,7,"Recovery","Subway",3190747,0.56
2021-10-07,2021,10,7,"Recovery","Bus",1523168,0.68
2021-10-07,2021,10,7,"Recovery","LIRR",150072,0.48
2021-10-07,2021,10,7,"Recovery","MetroNorth",121407,0.42
2021-10-07,2021,10,7,"Recovery","StatenIslandRailway",7298,0.41
2021-10-07,2021,10,7,"Recovery","AccessARide",24571,0.83
2021-10-07,2021,10,7,"Recovery","BridgesTunnels",951212,1.02
2021-10-08,2021,10,8,"Recovery","Subway",3168473,0.55
2021-10-08,2021,10,8,"Recovery","Bus",1473912,0.65
2021-10-08,2021,10,8,"Recovery","LIRR",153755,0.49
2021-10-08,2021,10,8,"Recovery","MetroNorth",123609,0.43
2021-10-08,2021,10,8,"Recovery","StatenIslandRailway",6660,0.37
2021-10-08,2021,10,8,"Recovery","AccessARide",23356,0.78
2021-10-08,2021,10,8,"Recovery","BridgesTunnels",1001210,1.08
2021-10-09,2021,10,9,"Recovery","Subway",2052699,0.62
2021-10-09,2021,10,9,"Recovery","Bus",856308,0.62
2021-10-09,2021,10,9,"Recovery","LIRR",84631,0.75
2021-10-09,2021,10,9,"Recovery","MetroNorth",81969,0.54
2021-10-09,2021,10,9,"Recovery","StatenIslandRailway",47,0.01
2021-10-09,2021,10,9,"Recovery","AccessARide",13634,0.77
2021-10-09,2021,10,9,"Recovery","BridgesTunnels",919384,0.97
2021-10-10,2021,10,10,"Recovery","Subway",1499385,0.61
2021-10-10,2021,10,10,"Recovery","Bus",601821,0.6
2021-10-10,2021,10,10,"Recovery","LIRR",65636,0.72
2021-10-10,2021,10,10,"Recovery","MetroNorth",59049,0.56
2021-10-10,2021,10,10,"Recovery","StatenIslandRailway",166,0.04
2021-10-10,2021,10,10,"Recovery","AccessARide",11794,0.64
2021-10-10,2021,10,10,"Recovery","BridgesTunnels",806025,0.95
2021-10-11,2021,10,11,"Recovery","Subway",2263615,0.39
2021-10-11,2021,10,11,"Recovery","Bus",1045865,0.46
2021-10-11,2021,10,11,"Recovery","LIRR",131714,0.42
2021-10-11,2021,10,11,"Recovery","MetroNorth",114458,0.39
2021-10-11,2021,10,11,"Recovery","StatenIslandRailway",3883,0.22
2021-10-11,2021,10,11,"Recovery","AccessARide",16917,0.57
2021-10-11,2021,10,11,"Recovery","BridgesTunnels",878443,0.95
2021-10-12,2021,10,12,"Recovery","Subway",3102879,0.54
2021-10-12,2021,10,12,"Recovery","Bus",1514608,0.67
2021-10-12,2021,10,12,"Recovery","LIRR",154602,0.49
2021-10-12,2021,10,12,"Recovery","MetroNorth",128194,0.44
2021-10-12,2021,10,12,"Recovery","StatenIslandRailway",7292,0.41
2021-10-12,2021,10,12,"Recovery","AccessARide",23848,0.8
2021-10-12,2021,10,12,"Recovery","BridgesTunnels",910639,0.98
2021-10-13,2021,10,13,"Recovery","Subway",3157457,0.55
2021-10-13,2021,10,13,"Recovery","Bus",1511356,0.67
2021-10-13,2021,10,13,"Recovery","LIRR",151319,0.48
2021-10-13,2021,10,13,"Recovery","MetroNorth",124790,0.43
2021-10-13,2021,10,13,"Recovery","StatenIslandRailway",7198,0.4
2021-10-13,2021,10,13,"Recovery","AccessARide",24396,0.82
2021-10-13,2021,10,13,"Recovery","BridgesTunnels",907632,0.98
2021-10-14,2021,10,14,"Recovery","Subway",3240686,0.56
2021-10-14,2021,10,14,"Recovery","Bus",1527543,0.68
2021-10-14,2021,10,14,"Recovery","LIRR",154572,0.49
2021-10-14,2021,10,14,"Recovery","MetroNorth",126815,0.44
2021-10-14,2021,10,14,"Recovery","StatenIslandRailway",7386,0.41
2021-10-14,2021,10,14,"Recovery","AccessARide",24144,0.81
2021-10-14,2021,10,14,"Recovery","BridgesTunnels",952876,1.03
2021-10-15,2021,10,15,"Recovery","Subway",3227068,0.56
2021-10-15,2021,10,15,"Recovery","Bus",1491099,0.66
2021-10-15,2021,10,15,"Recovery","LIRR",150932,0.48
2021-10-15,2021,10,15,"Recovery","MetroNorth",124654,0.43
2021-10-15,2021,10,15,"Recovery","StatenIslandRailway",6786,0.38
2021-10-15,2021,10,15,"Recovery","AccessARide",23251,0.78
2021-10-15,2021,10,15,"Recovery","BridgesTunnels",990940,1.07
2021-10-16,2021,10,16,"Recovery","Subway",2042027,0.61
2021-10-16,2021,10,16,"Recovery","Bus",856990,0.62
2021-10-16,2021,10,16,"Recovery","LIRR",83415,0.74
2021-10-16,2021,10,16,"Recovery","MetroNorth",74913,0.49
2021-10-16,2021,10,16,"Recovery","StatenIslandRailway",2369,0.52
2021-10-16,2021,10,16,"Recovery","AccessARide",13307,0.75
2021-10-16,2021,10,16,"Recovery","BridgesTunnels",896392,0.95
2021-10-17,2021,10,17,"Recovery","Subway",1629991,0.66
2021-10-17,2021,10,17,"Recovery","Bus",663944,0.66
2021-10-17,2021,10,17,"Recovery","LIRR",74826,0.82
2021-10-17,2021,10,17,"Recovery","MetroNorth",69729,0.66
2021-10-17,2021,10,17,"Recovery","StatenIslandRailway",1853,0.49
2021-10-17,2021,10,17,"Recovery","AccessARide",12564,0.68
2021-10-17,2021,10,17,"Recovery","BridgesTunnels",891527,1.06
2021-10-18,2021,10,18,"Recovery","Subway",2982883,0.52
2021-10-18,2021,10,18,"Recovery","Bus",1461843,0.65
2021-10-18,2021,10,18,"Recovery","LIRR",153681,0.49
2021-10-18,2021,10,18,"Recovery","MetroNorth",127381,0.44
2021-10-18,2021,10,18,"Recovery","StatenIslandRailway",6810,0.38
2021-10-18,2021,10,18,"Recovery","AccessARide",21454,0.72
2021-10-18,2021,10,18,"Recovery","BridgesTunnels",889996,0.96
2021-10-19,2021,10,19,"Recovery","Subway",3178208,0.55
2021-10-19,2021,10,19,"Recovery","Bus",1510722,0.67
2021-10-19,2021,10,19,"Recovery","LIRR",153382,0.49
2021-10-19,2021,10,19,"Recovery","MetroNorth",129993,0.45
2021-10-19,2021,10,19,"Recovery","StatenIslandRailway",7250,0.41
2021-10-19,2021,10,19,"Recovery","AccessARide",23403,0.79
2021-10-19,2021,10,19,"Recovery","BridgesTunnels",899389,0.97
2021-10-20,2021,10,20,"Recovery","Subway",3234327,0.56
2021-10-20,2021,10,20,"Recovery","Bus",1525608,0.68
2021-10-20,2021,10,20,"Recovery","LIRR",155242,0.49
2021-10-20,2021,10,20,"Recovery","MetroNorth",131127,0.45
2021-10-20,2021,10,20,"Recovery","StatenIslandRailway",7148,0.4
2021-10-20,2021,10,20,"Recovery","AccessARide",24474,0.82
2021-10-20,2021,10,20,"Recovery","BridgesTunnels",916246,0.99
2021-10-21,2021,10,21,"Recovery","Subway",3267697,0.57
2021-10-21,2021,10,21,"Recovery","Bus",1476434,0.65
2021-10-21,2021,10,21,"Recovery","LIRR",149850,0.48
2021-10-21,2021,10,21,"Recovery","MetroNorth",127259,0.44
2021-10-21,2021,10,21,"Recovery","StatenIslandRailway",7498,0.42
2021-10-21,2021,10,21,"Recovery","AccessARide",24007,0.81
2021-10-21,2021,10,21,"Recovery","BridgesTunnels",948652,1.02
2021-10-22,2021,10,22,"Recovery","Subway",3225816,0.56
2021-10-22,2021,10,22,"Recovery","Bus",1471199,0.65
2021-10-22,2021,10,22,"Recovery","LIRR",145810,0.46
