"Date","year","month","day","Pandemic_Phase","Transport_Mode","Total_Ridership","Usage_Ratio"
2023-03-11,2023,3,11,"Recovery","Subway",2230530,0.73
2023-03-11,2023,3,11,"Recovery","Bus",821990,0.62
2023-03-11,2023,3,11,"Recovery","LIRR",78979,0.73
2023-03-11,2023,3,11,"Recovery","MetroNorth",88667,0.65
2023-03-11,2023,3,11,"Recovery","StatenIslandRailway",1796,0.35
2023-03-11,2023,3,11,"Recovery","AccessARide",15493,0.91
2023-03-11,2023,3,11,"Recovery","BridgesTunnels",842108,0.97
2023-03-12,2023,3,12,"Recovery","Subway",1773585,0.77
2023-03-12,2023,3,12,"Recovery","Bus",686039,0.69
2023-03-12,2023,3,12,"Recovery","LIRR",75970,0.88
2023-03-12,2023,3,12,"Recovery","MetroNorth",70403,0.75
2023-03-12,2023,3,12,"Recovery","StatenIslandRailway",1547,0.49
2023-03-12,2023,3,12,"Recovery","AccessARide",16644,0.94
2023-03-12,2023,3,12,"Recovery","BridgesTunnels",832873,1.03
2023-03-13,2023,3,13,"Recovery","Subway",3352388,0.6
2023-03-13,2023,3,13,"Recovery","Bus",1377045,0.61
2023-03-13,2023,3,13,"Recovery","LIRR",179787,0.57
2023-03-13,2023,3,13,"Recovery","MetroNorth",157310,0.57
2023-03-13,2023,3,13,"Recovery","StatenIslandRailway",6358,0.4
2023-03-13,2023,3,13,"Recovery","AccessARide",26027,0.88
2023-03-13,2023,3,13,"Recovery","BridgesTunnels",852961,0.93
2023-03-14,2023,3,14,"Recovery","Subway",3577250,0.64
2023-03-14,2023,3,14,"Recovery","Bus",1360497,0.61
2023-03-14,2023,3,14,"Recovery","LIRR",189402,0.6
2023-03-14,2023,3,14,"Recovery","MetroNorth",159031,0.58
2023-03-14,2023,3,14,"Recovery","StatenIslandRailway",6866,0.43
2023-03-14,2023,3,14,"Recovery","AccessARide",26262,0.88
2023-03-14,2023,3,14,"Recovery","BridgesTunnels",775384,0.84
2023-03-15,2023,3,15,"Recovery","Subway",3912366,0.7
2023-03-15,2023,3,15,"Recovery","Bus",1493605,0.67
2023-03-15,2023,3,15,"Recovery","LIRR",205092,0.65
2023-03-15,2023,3,15,"Recovery","MetroNorth",187128,0.68
2023-03-15,2023,3,15,"Recovery","StatenIslandRailway",7473,0.47
2023-03-15,2023,3,15,"Recovery","AccessARide",29687,1
2023-03-15,2023,3,15,"Recovery","BridgesTunnels",916918,1
2023-03-16,2023,3,16,"Recovery","Subway",3949788,0.71
2023-03-16,2023,3,16,"Recovery","Bus",1522248,0.68
2023-03-16,2023,3,16,"Recovery","LIRR",209838,0.67
2023-03-16,2023,3,16,"Recovery","MetroNorth",187573,0.68
2023-03-16,2023,3,16,"Recovery","StatenIslandRailway",7562,0.47
2023-03-16,2023,3,16,"Recovery","AccessARide",30151,1.01
2023-03-16,2023,3,16,"Recovery","BridgesTunnels",976134,1.06
2023-03-17,2023,3,17,"Recovery","Subway",3661519,0.66
2023-03-17,2023,3,17,"Recovery","Bus",1408472,0.63
2023-03-17,2023,3,17,"Recovery","LIRR",199191,0.64
2023-03-17,2023,3,17,"Recovery","MetroNorth",171443,0.62
2023-03-17,2023,3,17,"Recovery","StatenIslandRailway",6790,0.43
2023-03-17,2023,3,17,"Recovery","AccessARide",28094,0.94
2023-03-17,2023,3,17,"Recovery","BridgesTunnels",965113,1.05
2023-03-18,2023,3,18,"Recovery","Subway",2417873,0.79
2023-03-18,2023,3,18,"Recovery","Bus",921569,0.69
2023-03-18,2023,3,18,"Recovery","LIRR",102021,0.95
2023-03-18,2023,3,18,"Recovery","MetroNorth",101788,0.75
2023-03-18,2023,3,18,"Recovery","StatenIslandRailway",1839,0.36
2023-03-18,2023,3,18,"Recovery","AccessARide",16828,0.99
2023-03-18,2023,3,18,"Recovery","BridgesTunnels",924274,1.06
2023-03-19,2023,3,19,"Recovery","Subway",1894476,0.83
2023-03-19,2023,3,19,"Recovery","Bus",661736,0.67
2023-03-19,2023,3,19,"Recovery","LIRR",82032,0.95
2023-03-19,2023,3,19,"Recovery","MetroNorth",72936,0.77
2023-03-19,2023,3,19,"Recovery","StatenIslandRailway",1247,0.4
2023-03-19,2023,3,19,"Recovery","AccessARide",16471,0.93
2023-03-19,2023,3,19,"Recovery","BridgesTunnels",880371,1.09
2023-03-20,2023,3,20,"Recovery","Subway",3442589,0.62
2023-03-20,2023,3,20,"Recovery","Bus",1444823,0.64
2023-03-20,2023,3,20,"Recovery","LIRR",191367,0.61
2023-03-20,2023,3,20,"Recovery","MetroNorth",167256,0.61
2023-03-20,2023,3,20,"Recovery","StatenIslandRailway",6895,0.43
2023-03-20,2023,3,20,"Recovery","AccessARide",26951,0.91
2023-03-20,2023,3,20,"Recovery","BridgesTunnels",896248,0.97
2023-03-21,2023,3,21,"Recovery","Subway",3801084,0.68
2023-03-21,2023,3,21,"Recovery","Bus",1511670,0.67
2023-03-21,2023,3,21,"Recovery","LIRR",213026,0.68
2023-03-21,2023,3,21,"Recovery","MetroNorth",189925,0.69
2023-03-21,2023,3,21,"Recovery","StatenIslandRailway",7850,0.49
2023-03-21,2023,3,21,"Recovery","AccessARide",29466,0.99
2023-03-21,2023,3,21,"Recovery","BridgesTunnels",918684,1
2023-03-22,2023,3,22,"Recovery","Subway",3797399,0.68
2023-03-22,2023,3,22,"Recovery","Bus",1509096,0.67
2023-03-22,2023,3,22,"Recovery","LIRR",202826,0.65
2023-03-22,2023,3,22,"Recovery","MetroNorth",184321,0.67
2023-03-22,2023,3,22,"Recovery","StatenIslandRailway",7589,0.48
2023-03-22,2023,3,22,"Recovery","AccessARide",29999,1.01
2023-03-22,2023,3,22,"Recovery","BridgesTunnels",920292,1
2023-03-23,2023,3,23,"Recovery","Subway",3774396,0.68
2023-03-23,2023,3,23,"Recovery","Bus",1466839,0.65
2023-03-23,2023,3,23,"Recovery","LIRR",200870,0.64
2023-03-23,2023,3,23,"Recovery","MetroNorth",177877,0.65
2023-03-23,2023,3,23,"Recovery","StatenIslandRailway",7208,0.45
2023-03-23,2023,3,23,"Recovery","AccessARide",29189,0.98
2023-03-23,2023,3,23,"Recovery","BridgesTunnels",934634,1.01
2023-03-24,2023,3,24,"Recovery","Subway",3534300,0.63
2023-03-24,2023,3,24,"Recovery","Bus",1420346,0.63
2023-03-24,2023,3,24,"Recovery","LIRR",188352,0.6
2023-03-24,2023,3,24,"Recovery","MetroNorth",159574,0.58
2023-03-24,2023,3,24,"Recovery","StatenIslandRailway",6133,0.38
2023-03-24,2023,3,24,"Recovery","AccessARide",27883,0.94
2023-03-24,2023,3,24,"Recovery","BridgesTunnels",959147,1.04
2023-03-25,2023,3,25,"Recovery","Subway",2153554,0.7
2023-03-25,2023,3,25,"Recovery","Bus",784068,0.59
2023-03-25,2023,3,25,"Recovery","LIRR",89101,0.83
2023-03-25,2023,3,25,"Recovery","MetroNorth",82702,0.61
2023-03-25,2023,3,25,"Recovery","StatenIslandRailway",1765,0.35
2023-03-25,2023,3,25,"Recovery","AccessARide",15556,0.92
2023-03-25,2023,3,25,"Recovery","BridgesTunnels",830547,0.95
2023-03-26,2023,3,26,"Recovery","Subway",1939984,0.85
2023-03-26,2023,3,26,"Recovery","Bus",724870,0.73
2023-03-26,2023,3,26,"Recovery","LIRR",83054,0.96
2023-03-26,2023,3,26,"Recovery","MetroNorth",81819,0.87
2023-03-26,2023,3,26,"Recovery","StatenIslandRailway",1648,0.52
2023-03-26,2023,3,26,"Recovery","AccessARide",16878,0.96
2023-03-26,2023,3,26,"Recovery","BridgesTunnels",871824,1.08
2023-03-27,2023,3,27,"Recovery","Subway",3397258,0.61
2023-03-27,2023,3,27,"Recovery","Bus",1426226,0.64
2023-03-27,2023,3,27,"Recovery","LIRR",192461,0.61
2023-03-27,2023,3,27,"Recovery","MetroNorth",166543,0.6
2023-03-27,2023,3,27,"Recovery","StatenIslandRailway",6675,0.42
2023-03-27,2023,3,27,"Recovery","AccessARide",26394,0.89
2023-03-27,2023,3,27,"Recovery","BridgesTunnels",885237,0.96
2023-03-28,2023,3,28,"Recovery","Subway",3765920,0.68
2023-03-28,2023,3,28,"Recovery","Bus",1490842,0.67
2023-03-28,2023,3,28,"Recovery","LIRR",207837,0.66
2023-03-28,2023,3,28,"Recovery","MetroNorth",189294,0.69
2023-03-28,2023,3,28,"Recovery","StatenIslandRailway",7541,0.47
2023-03-28,2023,3,28,"Recovery","AccessARide",28923,0.97
2023-03-28,2023,3,28,"Recovery","BridgesTunnels",894984,0.97
2023-03-29,2023,3,29,"Recovery","Subway",3872948,0.7
2023-03-29,2023,3,29,"Recovery","Bus",1521968,0.68
2023-03-29,2023,3,29,"Recovery","LIRR",208736,0.67
2023-03-29,2023,3,29,"Recovery","MetroNorth",187520,0.68
2023-03-29,2023,3,29,"Recovery","StatenIslandRailway",7825,0.49
2023-03-29,2023,3,29,"Recovery","AccessARide",29771,1
2023-03-29,2023,3,29,"Recovery","BridgesTunnels",922903,1
2023-03-30,2023,3,30,"Recovery","Subway",3860289,0.69
2023-03-30,2023,3,30,"Recovery","Bus",1486845,0.66
2023-03-30,2023,3,30,"Recovery","LIRR",200601,0.64
2023-03-30,2023,3,30,"Recovery","MetroNorth",187344,0.68
2023-03-30,2023,3,30,"Recovery","StatenIslandRailway",7512,0.47
2023-03-30,2023,3,30,"Recovery","AccessARide",29363,0.99
2023-03-30,2023,3,30,"Recovery","BridgesTunnels",957635,1.04
2023-03-31,2023,3,31,"Recovery","Subway",3573735,0.64
2023-03-31,2023,3,31,"Recovery","Bus",1423686,0.64
2023-03-31,2023,3,31,"Recovery","LIRR",184342,0.59
2023-03-31,2023,3,31,"Recovery","MetroNorth",158879,0.58
2023-03-31,2023,3,31,"Recovery","StatenIslandRailway",6426,0.4
2023-03-31,2023,3,31,"Recovery","AccessARide",28599,0.96
2023-03-31,2023,3,31,"Recovery","BridgesTunnels",977962,1.06
2023-04-01,2023,4,1,"Recovery","Subway",2283533,0.72
2023-04-01,2023,4,1,"Recovery","Bus",842213,0.63
2023-04-01,2023,4,1,"Recovery","LIRR",82140,0.72
2023-04-01,2023,4,1,"Recovery","MetroNorth",88096,0.59
2023-04-01,2023,4,1,"Recovery","StatenIslandRailway",1520,0.3
2023-04-01,2023,4,1,"Recovery","AccessARide",16428,0.98
2023-04-01,2023,4,1,"Recovery","BridgesTunnels",856286,0.94
2023-04-02,2023,4,2,"Recovery","Subway",1949665,0.8
2023-04-02,2023,4,2,"Recovery","Bus",716880,0.72
2023-04-02,2023,4,2,"Recovery","LIRR",76059,0.83
2023-04-02,2023,4,2,"Recovery","MetroNorth",79027,0.77
2023-04-02,2023,4,2,"Recovery","StatenIslandRailway",1319,0.4
2023-04-02,2023,4,2,"Recovery","AccessARide",17660,0.95
2023-04-02,2023,4,2,"Recovery","BridgesTunnels",855422,0.99
2023-04-03,2023,4,3,"Recovery","Subway",3597785,0.65
2023-04-03,2023,4,3,"Recovery","Bus",1475017,0.67
2023-04-03,2023,4,3,"Recovery","LIRR",182947,0.59
2023-04-03,2023,4,3,"Recovery","MetroNorth",162370,0.57
2023-04-03,2023,4,3,"Recovery","StatenIslandRailway",7076,0.44
2023-04-03,2023,4,3,"Recovery","AccessARide",27387,0.95
2023-04-03,2023,4,3,"Recovery","BridgesTunnels",899177,0.96
2023-04-04,2023,4,4,"Recovery","Subway",3906882,0.7
2023-04-04,2023,4,4,"Recovery","Bus",1519740,0.7
2023-04-04,2023,4,4,"Recovery","LIRR",200063,0.64
2023-04-04,2023,4,4,"Recovery","MetroNorth",188769,0.66
2023-04-04,2023,4,4,"Recovery","StatenIslandRailway",7633,0.47
2023-04-04,2023,4,4,"Recovery","AccessARide",29698,1.03
2023-04-04,2023,4,4,"Recovery","BridgesTunnels",913561,0.97
2023-04-05,2023,4,5,"Recovery","Subway",3799965,0.68
2023-04-05,2023,4,5,"Recovery","Bus",1432322,0.66
2023-04-05,2023,4,5,"Recovery","LIRR",205060,0.66
2023-04-05,2023,4,5,"Recovery","MetroNorth",185283,0.65
2023-04-05,2023,4,5,"Recovery","StatenIslandRailway",7163,0.44
2023-04-05,2023,4,5,"Recovery","AccessARide",29462,1.02
2023-04-05,2023,4,5,"Recovery","BridgesTunnels",938533,1
2023-04-06,2023,4,6,"Recovery","Subway",3421271,0.61
2023-04-06,2023,4,6,"Recovery","Bus",1264311,0.58
2023-04-06,2023,4,6,"Recovery","LIRR",193340,0.62
2023-04-06,2023,4,6,"Recovery","MetroNorth",169192,0.59
2023-04-06,2023,4,6,"Recovery","StatenIslandRailway",6122,0.38
2023-04-06,2023,4,6,"Recovery","AccessARide",27061,0.94
2023-04-06,2023,4,6,"Recovery","BridgesTunnels",914933,0.97
2023-04-07,2023,4,7,"Recovery","Subway",3130675,0.56
2023-04-07,2023,4,7,"Recovery","Bus",1150222,0.53
2023-04-07,2023,4,7,"Recovery","LIRR",187800,0.6
2023-04-07,2023,4,7,"Recovery","MetroNorth",159262,0.56
2023-04-07,2023,4,7,"Recovery","StatenIslandRailway",4925,0.3
2023-04-07,2023,4,7,"Recovery","AccessARide",23831,0.82
2023-04-07,2023,4,7,"Recovery","BridgesTunnels",900772,0.96
2023-04-08,2023,4,8,"Recovery","Subway",2393347,0.76
2023-04-08,2023,4,8,"Recovery","Bus",882727,0.66
2023-04-08,2023,4,8,"Recovery","LIRR",108740,0.95
2023-04-08,2023,4,8,"Recovery","MetroNorth",99273,0.67
2023-04-08,2023,4,8,"Recovery","StatenIslandRailway",2393,0.47
2023-04-08,2023,4,8,"Recovery","AccessARide",16256,0.97
2023-04-08,2023,4,8,"Recovery","BridgesTunnels",872566,0.96
2023-04-09,2023,4,9,"Recovery","Subway",1855826,0.76
2023-04-09,2023,4,9,"Recovery","Bus",654259,0.66
2023-04-09,2023,4,9,"Recovery","LIRR",98030,1.07
2023-04-09,2023,4,9,"Recovery","MetroNorth",85620,0.83
2023-04-09,2023,4,9,"Recovery","StatenIslandRailway",1916,0.59
2023-04-09,2023,4,9,"Recovery","AccessARide",19026,1.02
2023-04-09,2023,4,9,"Recovery","BridgesTunnels",904505,1.04
2023-04-10,2023,4,10,"Recovery","Subway",3142740,0.56
2023-04-10,2023,4,10,"Recovery","Bus",1236634,0.57
2023-04-10,2023,4,10,"Recovery","LIRR",191412,0.62
2023-04-10,2023,4,10,"Recovery","MetroNorth",170713,0.6
2023-04-10,2023,4,10,"Recovery","StatenIslandRailway",6121,0.38
2023-04-10,2023,4,10,"Recovery","AccessARide",24135,0.83
2023-04-10,2023,4,10,"Recovery","BridgesTunnels",922582,0.98
2023-04-11,2023,4,11,"Recovery","Subway",3537843,0.63
2023-04-11,2023,4,11,"Recovery","Bus",1316710,0.6
2023-04-11,2023,4,11,"Recovery","LIRR",210828,0.68
2023-04-11,2023,4,11,"Recovery","MetroNorth",193831,0.68
2023-04-11,2023,4,11,"Recovery","StatenIslandRailway",7081,0.44
2023-04-11,2023,4,11,"Recovery","AccessARide",27777,0.96
2023-04-11,2023,4,11,"Recovery","BridgesTunnels",895251,0.95
2023-04-12,2023,4,12,"Recovery","Subway",3576687,0.64
2023-04-12,2023,4,12,"Recovery","Bus",1311418,0.6
2023-04-12,2023,4,12,"Recovery","LIRR",207802,0.67
2023-04-12,2023,4,12,"Recovery","MetroNorth",191574,0.67
2023-04-12,2023,4,12,"Recovery","StatenIslandRailway",6863,0.42
2023-04-12,2023,4,12,"Recovery","AccessARide",28326,0.98
2023-04-12,2023,4,12,"Recovery","BridgesTunnels",890891,0.95
2023-04-13,2023,4,13,"Recovery","Subway",3628304,0.65
2023-04-13,2023,4,13,"Recovery","Bus",1311906,0.6
2023-04-13,2023,4,13,"Recovery","LIRR",200072,0.64
2023-04-13,2023,4,13,"Recovery","MetroNorth",183658,0.64
2023-04-13,2023,4,13,"Recovery","StatenIslandRailway",6668,0.41
2023-04-13,2023,4,13,"Recovery","AccessARide",28451,0.98
2023-04-13,2023,4,13,"Recovery","BridgesTunnels",939226,1
2023-04-14,2023,4,14,"Recovery","Subway",3471420,0.62
2023-04-14,2023,4,14,"Recovery","Bus",1294357,0.59
2023-04-14,2023,4,14,"Recovery","LIRR",190858,0.61
2023-04-14,2023,4,14,"Recovery","MetroNorth",173790,0.61
2023-04-14,2023,4,14,"Recovery","StatenIslandRailway",5869,0.36
2023-04-14,2023,4,14,"Recovery","AccessARide",27514,0.95
2023-04-14,2023,4,14,"Recovery","BridgesTunnels",989052,1.05
2023-04-15,2023,4,15,"Recovery","Subway",2365464,0.75
2023-04-15,2023,4,15,"Recovery","Bus",890050,0.67
2023-04-15,2023,4,15,"Recovery","LIRR",99793,0.87
2023-04-15,2023,4,15,"Recovery","MetroNorth",103902,0.7
2023-04-15,2023,4,15,"Recovery","StatenIslandRailway",1743,0.34
2023-04-15,2023,4,15,"Recovery","AccessARide",16804,1.01
2023-04-15,2023,4,15,"Recovery","BridgesTunnels",916008,1
2023-04-16,2023,4,16,"Recovery","Subway",1864753,0.77
2023-04-16,2023,4,16,"Recovery","Bus",728462,0.73
2023-04-16,2023,4,16,"Recovery","LIRR",80318,0.88
2023-04-16,2023,4,16,"Recovery","MetroNorth",85026,0.83
2023-04-16,2023,4,16,"Recovery","StatenIslandRailway",1309,0.4
2023-04-16,2023,4,16,"Recovery","AccessARide",16835,0.9
2023-04-16,2023,4,16,"Recovery","BridgesTunnels",881923,1.02
2023-04-17,2023,4,17,"Recovery","Subway",3418834,0.61
2023-04-17,2023,4,17,"Recovery","Bus",1438043,0.66
2023-04-17,2023,4,17,"Recovery","LIRR",188445,0.61
2023-04-17,2023,4,17,"Recovery","MetroNorth",167759,0.58
2023-04-17,2023,4,17,"Recovery","StatenIslandRailway",6926,0.43
2023-04-17,2023,4,17,"Recovery","AccessARide",27611,0.95
2023-04-17,2023,4,17,"Recovery","BridgesTunnels",897271,0.95
2023-04-18,2023,4,18,"Recovery","Subway",3862133,0.69
2023-04-18,2023,4,18,"Recovery","Bus",1526133,0.7
2023-04-18,2023,4,18,"Recovery","LIRR",207882,0.67
2023-04-18,2023,4,18,"Recovery","MetroNorth",194548,0.68
2023-04-18,2023,4,18,"Recovery","StatenIslandRailway",7879,0.49
2023-04-18,2023,4,18,"Recovery","AccessARide",29658,1.03
2023-04-18,2023,4,18,"Recovery","BridgesTunnels",929653,0.99
2023-04-19,2023,4,19,"Recovery","Subway",3927706,0.7
2023-04-19,2023,4,19,"Recovery","Bus",1530452,0.7
2023-04-19,2023,4,19,"Recovery","LIRR",206116,0.66
2023-04-19,2023,4,19,"Recovery","MetroNorth",195085,0.68
2023-04-19,2023,4,19,"Recovery","StatenIslandRailway",7889,0.49
2023-04-19,2023,4,19,"Recovery","AccessARide",30829,1.07
2023-04-19,2023,4,19,"Recovery","BridgesTunnels",952981,1.01
2023-04-20,2023,4,20,"Recovery","Subway",4002433,0.72
2023-04-20,2023,4,20,"Recovery","Bus",1520258,0.7
2023-04-20,2023,4,20,"Recovery","LIRR",208664,0.67
2023-04-20,2023,4,20,"Recovery","MetroNorth",189699,0.66
2023-04-20,2023,4,20,"Recovery","StatenIslandRailway",7577,0.47
2023-04-20,2023,4,20,"Recovery","AccessARide",30106,1.04
2023-04-20,2023,4,20,"Recovery","BridgesTunnels",1014633,1.08
2023-04-21,2023,4,21,"Recovery","Subway",3492257,0.63
2023-04-21,2023,4,21,"Recovery","Bus",1310737,0.6
2023-04-21,2023,4,21,"Recovery","LIRR",195442,0.63
2023-04-21,2023,4,21,"Recovery","MetroNorth",174727,0.61
2023-04-21,2023,4,21,"Recovery","StatenIslandRailway",6005,0.37
2023-04-21,2023,4,21,"Recovery","AccessARide",27777,0.96
2023-04-21,2023,4,21,"Recovery","BridgesTunnels",994549,1.06
2023-04-22,2023,4,22,"Recovery","Subway",2506140,0.79
2023-04-22,2023,4,22,"Recovery","Bus",893014,0.67
2023-04-22,2023,4,22,"Recovery","LIRR",106134,0.93
2023-04-22,2023,4,22,"Recovery","MetroNorth",106032,0.71
2023-04-22,2023,4,22,"Recovery","StatenIslandRailway",1715,0.34
2023-04-22,2023,4,22,"Recovery","AccessARide",16865,1.01
2023-04-22,2023,4,22,"Recovery","BridgesTunnels",931077,1.02
2023-04-23,2023,4,23,"Recovery","Subway",1923243,0.79
2023-04-23,2023,4,23,"Recovery","Bus",673668,0.68
2023-04-23,2023,4,23,"Recovery","LIRR",87793,0.96
2023-04-23,2023,4,23,"Recovery","MetroNorth",79003,0.77
2023-04-23,2023,4,23,"Recovery","StatenIslandRailway",1326,0.41
2023-04-23,2023,4,23,"Recovery","AccessARide",15947,0.85
2023-04-23,2023,4,23,"Recovery","BridgesTunnels",880726,1.02
2023-04-24,2023,4,24,"Recovery","Subway",3561262,0.64
2023-04-24,2023,4,24,"Recovery","Bus",1466762,0.67
2023-04-24,2023,4,24,"Recovery","LIRR",196593,0.63
2023-04-24,2023,4,24,"Recovery","MetroNorth",173997,0.61
2023-04-24,2023,4,24,"Recovery","StatenIslandRailway",7020,0.43
2023-04-24,2023,4,24,"Recovery","AccessARide",27254,0.94
2023-04-24,2023,4,24,"Recovery","BridgesTunnels",911973,0.97
2023-04-25,2023,4,25,"Recovery","Subway",3956922,0.71
2023-04-25,2023,4,25,"Recovery","Bus",1529162,0.7
2023-04-25,2023,4,25,"Recovery","LIRR",216767,0.7
2023-04-25,2023,4,25,"Recovery","MetroNorth",192115,0.67
2023-04-25,2023,4,25,"Recovery","StatenIslandRailway",7806,0.48
2023-04-25,2023,4,25,"Recovery","AccessARide",29504,1.02
2023-04-25,2023,4,25,"Recovery","BridgesTunnels",927611,0.99
2023-04-26,2023,4,26,"Recovery","Subway",3994837,0.72
2023-04-26,2023,4,26,"Recovery","Bus",1531476,0.7
2023-04-26,2023,4,26,"Recovery","LIRR",216097,0.7
2023-04-26,2023,4,26,"Recovery","MetroNorth",191885,0.67
2023-04-26,2023,4,26,"Recovery","StatenIslandRailway",7758,0.48
2023-04-26,2023,4,26,"Recovery","AccessARide",30191,1.04
2023-04-26,2023,4,26,"Recovery","BridgesTunnels",947254,1.01
2023-04-27,2023,4,27,"Recovery","Subway",3999831,0.72
2023-04-27,2023,4,27,"Recovery","Bus",1506783,0.69
2023-04-27,2023,4,27,"Recovery","LIRR",216674,0.7
2023-04-27,2023,4,27,"Recovery","MetroNorth",184365,0.64
2023-04-27,2023,4,27,"Recovery","StatenIslandRailway",7564,0.47
2023-04-27,2023,4,27,"Recovery","AccessARide",29969,1.04
2023-04-27,2023,4,27,"Recovery","BridgesTunnels",981809,1.04
2023-04-28,2023,4,28,"Recovery","Subway",3703088,0.66
2023-04-28,2023,4,28,"Recovery","Bus",1424078,0.65
2023-04-28,2023,4,28,"Recovery","LIRR",195436,0.63
2023-04-28,2023,4,28,"Recovery","MetroNorth",160861,0.56
2023-04-28,2023,4,28,"Recovery","StatenIslandRailway",6441,0.4
2023-04-28,2023,4,28,"Recovery","AccessARide",28306,0.98
2023-04-28,2023,4,28,"Recovery","BridgesTunnels",996548,1.06
2023-04-29,2023,4,29,"Recovery","Subway",2179978,0.69
2023-04-29,2023,4,29,"Recovery","Bus",715608,0.54
2023-04-29,2023,4,29,"Recovery","LIRR",85167,0.75
2023-04-29,2023,4,29,"Recovery","MetroNorth",77009,0.52
2023-04-29,2023,4,29,"Recovery","StatenIslandRailway",1871,0.37
2023-04-29,2023,4,29,"Recovery","AccessARide",15688,0.94
2023-04-29,2023,4,29,"Recovery","BridgesTunnels",832504,0.91
2023-04-30,2023,4,30,"Recovery","Subway",1744098,0.72
2023-04-30,2023,4,30,"Recovery","Bus",578075,0.58
2023-04-30,2023,4,30,"Recovery","LIRR",75065,0.82
2023-04-30,2023,4,30,"Recovery","MetroNorth",65334,0.63
2023-04-30,2023,4,30,"Recovery","StatenIslandRailway",1355,0.42
2023-04-30,2023,4,30,"Recovery","AccessARide",15451,0.83
2023-04-30,2023,4,30,"Recovery","BridgesTunnels",786171,0.91
2023-05-01,2023,5,1,"Recovery","Subway",3664755,0.64
2023-05-01,2023,5,1,"Recovery","Bus",1465598,0.64
2023-05-01,2023,5,1,"Recovery","LIRR",188566,0.59
2023-05-01,2023,5,1,"Recovery","MetroNorth",167178,0.58
2023-05-01,2023,5,1,"Recovery","StatenIslandRailway",6960,0.4
2023-05-01,2023,5,1,"Recovery","AccessARide",27445,0.93
2023-05-01,2023,5,1,"Recovery","BridgesTunnels",922971,0.96
2023-05-02,2023,5,2,"Recovery","Subway",3961858,0.69
2023-05-02,2023,5,2,"Recovery","Bus",1498566,0.66
2023-05-02,2023,5,2,"Recovery","LIRR",211550,0.66
2023-05-02,2023,5,2,"Recovery","MetroNorth",197217,0.69
2023-05-02,2023,5,2,"Recovery","StatenIslandRailway",7749,0.45
2023-05-02,2023,5,2,"Recovery","AccessARide",29472,1
2023-05-02,2023,5,2,"Recovery","BridgesTunnels",916459,0.95
2023-05-03,2023,5,3,"Recovery","Subway",4030601,0.7
2023-05-03,2023,5,3,"Recovery","Bus",1533714,0.67
2023-05-03,2023,5,3,"Recovery","LIRR",209450,0.66
2023-05-03,2023,5,3,"Recovery","MetroNorth",195363,0.68
2023-05-03,2023,5,3,"Recovery","StatenIslandRailway",7862,0.45
2023-05-03,2023,5,3,"Recovery","AccessARide",30850,1.05
2023-05-03,2023,5,3,"Recovery","BridgesTunnels",940822,0.98
2023-05-04,2023,5,4,"Recovery","Subway",3985001,0.7
2023-05-04,2023,5,4,"Recovery","Bus",1497427,0.66
2023-05-04,2023,5,4,"Recovery","LIRR",206323,0.65
2023-05-04,2023,5,4,"Recovery","MetroNorth",189538,0.66
2023-05-04,2023,5,4,"Recovery","StatenIslandRailway",7417,0.43
2023-05-04,2023,5,4,"Recovery","AccessARide",30449,1.04
2023-05-04,2023,5,4,"Recovery","BridgesTunnels",966836,1
2023-05-05,2023,5,5,"Recovery","Subway",3759375,0.66
2023-05-05,2023,5,5,"Recovery","Bus",1450598,0.64
2023-05-05,2023,5,5,"Recovery","LIRR",200675,0.63
2023-05-05,2023,5,5,"Recovery","MetroNorth",170610,0.6
2023-05-05,2023,5,5,"Recovery","StatenIslandRailway",6514,0.37
2023-05-05,2023,5,5,"Recovery","AccessARide",28952,0.98
2023-05-05,2023,5,5,"Recovery","BridgesTunnels",1011491,1.05
2023-05-06,2023,5,6,"Recovery","Subway",2563102,0.8
2023-05-06,2023,5,6,"Recovery","Bus",934630,0.67
2023-05-06,2023,5,6,"Recovery","LIRR",111525,0.94
2023-05-06,2023,5,6,"Recovery","MetroNorth",103318,0.69
2023-05-06,2023,5,6,"Recovery","StatenIslandRailway",2584,0.53
2023-05-06,2023,5,6,"Recovery","AccessARide",18349,1.06
2023-05-06,2023,5,6,"Recovery","BridgesTunnels",976630,1.02
2023-05-07,2023,5,7,"Recovery","Subway",2033790,0.85
2023-05-07,2023,5,7,"Recovery","Bus",705419,0.73
2023-05-07,2023,5,7,"Recovery","LIRR",92076,0.94
2023-05-07,2023,5,7,"Recovery","MetroNorth",83007,0.8
2023-05-07,2023,5,7,"Recovery","StatenIslandRailway",2705,0.77
2023-05-07,2023,5,7,"Recovery","AccessARide",17822,1.05
2023-05-07,2023,5,7,"Recovery","BridgesTunnels",902067,1.06
2023-05-08,2023,5,8,"Recovery","Subway",3563340,0.62
2023-05-08,2023,5,8,"Recovery","Bus",1460932,0.64
2023-05-08,2023,5,8,"Recovery","LIRR",198056,0.62
2023-05-08,2023,5,8,"Recovery","MetroNorth",180789,0.63
2023-05-08,2023,5,8,"Recovery","StatenIslandRailway",7196,0.41
2023-05-08,2023,5,8,"Recovery","AccessARide",27771,0.94
2023-05-08,2023,5,8,"Recovery","BridgesTunnels",935045,0.97
2023-05-09,2023,5,9,"Recovery","Subway",3925555,0.69
2023-05-09,2023,5,9,"Recovery","Bus",1524892,0.67
